Name,Event,Description,Cost,Date,Time,Address,Ticket_URL,Keywords
The Comic Strip,"Ruperto Vanderpool (Netflix & HBO), Connor O’Brien (Don’t Tell Comedy), Sara Contreras (The Latin Diva of Comedy), Paul Mecurio (The Daily Show with Jon Stewart) & JJ Ramirez (Latin Legends of Comedy)!","Stand-up comedy showcase featuring Ruperto Vanderpool, Connor O’Brien, Sara Contreras, Paul Mecurio, and JJ Ramirez.",N/A,2026-05-02,8:00 PM,"1568 2nd Ave, New York, NY 10028, USA",https://www.eventbrite.com/e/1988134345346?aff=oddtdtcreator,"comedy, stand-up, humor, comedian, energetic, adults, groups, latin-comedy, showcase"
The Comic Strip,Kev Adams at The Comic Strip!,Headliner show starring Kev Adams at The Comic Strip.,N/A,2026-05-02,10:30 PM,"1568 2nd Ave, New York, NY 10028, USA",https://www.eventbrite.com/e/kev-adams-at-the-comic-strip-live-nyc-tickets-1985618258663?aff=oddtdtcreator,"comedy, improv, stand-up, comedian, energetic, groups, headliner-show"
The Stand,"The Stand Presents: Oscar Aydin, Sienna Hubert-Ross, Michael Longfellow, & More!","A multi-comedian showcase featuring Oscar Aydin, Sienna Hubert-Ross, Michael Longfellow and other comics performing upstairs at The Stand. Lineups are subject to change and the show is 21+ (16+ with guardian).",$30.00,2026-05-01,7:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12931/2026-05-01-190000-the-stand-presents-oscar-aydin-sienna-hubert-ross-marito-lopez-more,"improv, comedy, stand-up, sketch, energetic, adults, late-night, comedian-showcase, unscripted"
The Stand,"The Stand Presents: Bonnie McFarlane, Paul Virzi, Aaron Berg, & More!","A main-room lineup headlined by Bonnie McFarlane with Paul Virzi, Aaron Berg and additional comedians. Arrive 30 minutes early for check-in; lineups are subject to change.",$35.00,2026-05-01,8:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12932/2026-05-01-200000-the-stand-presents-bonnie-mcfarlane-paul-virzi-aaron-berg-more,"comedy, stand-up, comedian, humor, energetic, adults, laughs, comedy-night"
The Stand,Outdoor Patio Show,"An outdoor patio comedy showcase featuring Marito Lopez, Tom McGuire, Ola Dada, Oscar Aydin and more. Seasonal patio shows featuring rotating lineups and a lively atmosphere.",$25.00,2026-05-01,8:30 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12933/2026-05-01-203000-outdoor-patio-show,"improv, comedy, stand-up, energetic, casual, groups, outdoor-comedy, rotating-lineup"
The Stand,"The Stand Presents: Paul Virzi, Daniel Bridge-Gadd, Jim Florentine, & More!","An upstairs showcase with Paul Virzi, Daniel Bridge-Gadd, Jim Florentine and additional comedians. The show is limited to ages 21+ (16+ with guardian) and lineups may change.",$30.00,2026-05-01,9:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12934/2026-05-01-210000-the-stand-presents-paul-virzi-daniel-bridge-gadd-jim-florentine-more,"comedy, stand-up, humor, comedian, energetic, adults, late-night, comedy-showcase, stand-up-comics"
The Stand,"The Stand Presents: Jim Florentine, Aaron Berg, Onika McLean, Bonnie McFarlane, & More!","A main-room late show featuring Jim Florentine alongside Aaron Berg, Onika McLean, Bonnie McFarlane and others. Standard venue policies apply (arrive early to guarantee seating).",$35.00,2026-05-01,10:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12908/2026-05-01-220000-the-stand-presents,"comedy, stand-up, humor, late-night, energetic, adults, groups, comedy-show, headliner"
The Stand,"The Stand Presents: Rachel Williams, Leonard Ouzts, Andre Kim, Blake Freeman, & More!","An upstairs late-night lineup featuring Rachel Williams, Leonard Ouzts, Andre Kim, Blake Freeman and other performers. Typical club rules apply and seating may be released after show start.",$30.00,2026-05-01,11:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12935/2026-05-01-230000-the-stand-presents-rachel-williams-leonard-ouzts-andre-kim-blake-freeman-more,"improv, comedy, stand-up, unscripted, late-night, energetic, adults, groups, live-comedians, comedy-lineup"
The Stand,"The Stand Presents: Andre Kim, Marito Lopez, Blake Freeman, & More!","A late-night main room show featuring Andre Kim, Marito Lopez, Blake Freeman and additional comics. Lineups are subject to change; 21+ or 16+ with guardian.",$20.00,2026-05-01,11:55 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12936/2026-05-01-235500-the-stand-presents-andre-kim-marito-lopez-blake-freeman-more,"improv, comedy, stand-up, late-night, energetic, adults, groups, improv-show, live-comedy"
The Stand,Laughing Buddha Comedy,"A showcase of up-and-coming NYC comedians performing alongside established pros — a curated open-lineup style show that highlights rising talent. Presented upstairs; expect a lively, discovery-focused set of performers.",$30.00,2026-05-02,5:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12937/2026-05-02-170000-laughing-buddha-comedy,"improv, comedy, stand-up, sketch, energetic, groups, adults, rising-comedians, open-lineup"
The Stand,Kyle Lewis Presents: Character Select,"A main-room showcase curated by Kyle Lewis featuring a lineup of comedians including Stacy Cay, Del Almo Manny, Daniel Bridge-Gadd and more. Promotional note: features comedians from Netflix, Hulu, YouTube, Comedy Central, HBO and late night.",$25.00,2026-05-02,6:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12900/2026-05-02-180000-kyle-lewis-presents-character-select,"improv, sketch, unscripted, energetic, rowdy, adults, groups, character-comedy, showcase-lineup"
The Stand,"The Stand Presents: Sienna Hubert-Ross, Andre Kim, Tom McGuire, & More!","An upstairs showcase headlined by Sienna Hubert-Ross with Andre Kim, Tom McGuire, Oscar Aydin and others. Standard venue policies apply; lineups may change without notice.",$30.00,2026-05-02,7:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12938/2026-05-02-190000-the-stand-presents-sienna-hubert-ross-andre-kim-tom-mcguire-more,"improv, sketch, unscripted, energetic, intimate, groups, showcase, improv-jam"
The Stand,"The Stand Presents: Pete Lee, Jourdain Fisher, TaTa Sherise, Aaron Berg, & More!","A main-room lineup featuring Pete Lee, Jourdain Fisher, TaTa Sherise, Aaron Berg and additional comedians. Expect a full evening of stand-up from a rotating roster of performers.",$35.00,2026-05-02,8:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12939/2026-05-02-200000-the-stand-presents-pete-lee-tata-sherise-aaron-berg-more,"comedy, stand-up, comedian, humor, energetic, adults, laughs, comedy-lineup, rotating-performers"
The Stand,Outdoor Patio Show,"An outdoor patio comedy show featuring rotating performers including Bonnie McFarlane, Pete Lee, Aaron Berg and others. Patio events run weekend nights and feature a seasonal lineup.",$35.00,2026-05-02,8:30 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12944/2026-05-02-203000-outdoor-patio-show,"improv, comedy, stand-up, humor, energetic, groups, outdoor-comedy, weekend-nights"
The Stand,"The Stand Presents: Aaron Berg, Bonnie McFarlane, Andre Kim, & More!","An upstairs showcase with Aaron Berg, Bonnie McFarlane, Andre Kim, Kitty Reynolds and Pete Lee among the lineup. Arrival 30 minutes prior recommended for check-in; lineups may change.",$30.00,2026-05-02,9:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12945/2026-05-02-210000-the-stand-presents-aaron-berg-bonnie-mcfarlane-andre-kim-more,"comedy, stand-up, comedian, humor, energetic, adults, late-night, showcase, stand-up-comedy"
The Stand,"The Stand Presents: Bonnie McFarlane, Pete Lee, Aaron Berg, & More!","A main-room late show featuring Bonnie McFarlane, Pete Lee, Aaron Berg, Jourdain Fisher and TaTa Sherise. Typical venue seating and check-in policies apply.",$35.00,2026-05-02,10:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12946/2026-05-02-220000-the-stand-presents-bonnie-mcfarlane-pete-lee-aaron-berg-more,"comedy, stand-up, comedian, improv, late-night, energetic, adults, comedy-show, live-comedy"
The Stand,"The Stand Presents: Leonard Ouzts, Rachel Williams, Tristan Bowling, & More!","An upstairs late-night lineup featuring Leonard Ouzts, Rachel Williams, Tristan Bowling, Andre Kim and Blake Freeman. Expect a variety of sets from established and rising comics.",$30.00,2026-05-02,11:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12947/2026-05-02-230000-the-stand-presents-leonard-ouzts-rachel-williams-tristan-bowling-more,"comedy, stand-up, humor, late-night, energetic, adults, comedian-showcase, live-comedy"
The Stand,"The Stand Presents: TaTa Sherise, Blake Freeman, Andre Kim, & More!","A late-night main-room show with TaTa Sherise, Blake Freeman, Andre Kim, Tristan Bowling and others rounding out the bill. Shows are 21+ (16+ with guardian) and lineups can change.",$20.00,2026-05-02,11:55 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12948/2026-05-02-235500-the-stand-presents-tata-sherise-blake-freeman-andre-kim-more,"improv, comedy, stand-up, unscripted, late-night, energetic, adults, improv-show"
The Stand,"The Stand Presents: Pete Lee, Leonard Ouzts, Oscar Aydin, & More!","An upstairs show on May 3 featuring Pete Lee, Leonard Ouzts, Oscar Aydin, Daniel Bridge-Gadd and Jourdain Fisher. A multi-comedian showcase with rotating lineup and standard venue policies.",$25.00,2026-05-03,8:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12949/2026-05-03-200000-the-stand-presents-pete-lee-leonard-ouzts-oscar-aydin-more,"comedy, stand-up, comedian, humor, energetic, adults, groups, comedy-showcase, rotating-lineup"
The Stand,"The Stand Presents: Jourdain Fisher, Peyton Ruddy, Pete Lee, Marito Lopez, & More!","A main-room May 3 show featuring Jourdain Fisher, Peyton Ruddy, Pete Lee, Marito Lopez and Oscar Aydin. Expect multiple short sets from a rotating roster of comics.",$25.00,2026-05-03,9:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12951/2026-05-03-210000-the-stand-presents-peyton-ruddy-pete-lee-marito-lopez-more,"comedy, stand-up, improv, comedian, laughs, energetic, adults, groups, comedy-night, rotating-lineup"
The Stand,"The Stand Presents: Tristan Bowling, Marito Lopez, Peyton Ruddy, & More!","An upstairs late show on May 3 featuring Tristan Bowling, Marito Lopez, Peyton Ruddy, Ivy Wolk and Aldo Campana. Late-night lineup with rotating performers and venue check-in policies.",$25.00,2026-05-03,10:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12952/2026-05-03-220000-the-stand-presents-tristan-bowling-marito-lopez-peyton-ruddy-more,"improv, comedy, stand-up, late-night, energetic, adults, groups, unscripted-comedy"
Stand Up NY at Bond 45,Stand Up NY Presents: Anna Roisman,"A high-energy stand-up show by comedian Anna Roisman, known for her razor-sharp celebrity impressions and viral comedy videos. Opening acts: Ben Fisher and Stewart Fullerton.",$29.40,2026-05-01,8:30 PM,"221 W 46th St, New York, NY 10036, USA",https://tickets.venuepilot.com/e/stand-up-ny-presents-anna-roisman-2026-05-01-stand-up-ny-at-bond-45-new-york-ef8766,"comedy, stand-up, comedian, humor, energetic, adults, celebrity-impressions, viral-comedy"
Stand Up NY at Bond 45,Stand Up NY Presents: Anna Roisman,"A high-energy stand-up show by comedian Anna Roisman, known for her razor-sharp celebrity impressions and viral comedy videos. Opening acts: Ben Fisher and Stewart Fullerton.",$29.40,2026-05-02,8:30 PM,"221 W 46th St, New York, NY 10036, USA",https://tickets.venuepilot.com/e/stand-up-ny-presents-anna-roisman-2026-05-01-stand-up-ny-at-bond-45-new-york-ef8766,"comedy, stand-up, humor, comedian, energetic, adults, celebrity-impressions, viral-comedy"
Broadway Comedy Club,Stand Up Comedy In New York City.,"A curated lineup of New York headliners and surprise drop-in comics performing a stand-up showcase at the Main Room. Expect performers who have appeared on Netflix, Comedy Central, HBO and other national platforms.",N/A,2026-04-30,7:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-04-30-stand-up-comedy-in-new-york-city-700-pm/,"comedy, stand-up, humor, comedian, energetic, adults, groups, headliners, netflix-comics"
Broadway Comedy Club,Stand Up Comedy In New York City.,"A curated lineup of New York headliners and surprise drop-in comics performing a stand-up showcase at the Main Room. Expect performers who have appeared on Netflix, Comedy Central, HBO and other national platforms.",N/A,2026-04-30,9:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-04-30-stand-up-comedy-in-new-york-city-900-pm/,"comedy, stand-up, humor, comedian, energetic, adults, headliners, netflix-comics"
Broadway Comedy Club,Stand Up Comedy In New York City.,A curated lineup of New York headliners and surprise drop-in comics performing late-night stand-up in the Red Room. Expect national TV and festival performers on the bill.,N/A,2026-04-30,11:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-04-30-stand-up-comedy-in-new-york-city-1100-pm/,"comedy, stand-up, humor, late-night, energetic, adults, comedian-lineup, red-room-comics"
Broadway Comedy Club,Stand Up Comedy In New York City.,"A curated Main Room lineup of top NYC headliners and surprise guests, featuring comedians with national credits. The venue notes a two-drink minimum and arrival policy.",N/A,2026-05-01,7:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-01-stand-up-comedy-in-new-york-city-700-pm/,"comedy, stand-up, comedian, humor, energetic, adults, laughs, headliners, surprise-guests"
Broadway Comedy Club,Laura Bolivar En Español,Laura Bolívar performs stand-up in Spanish (and English) with her original Spanish-language material; she’s appeared at the New York Comedy Festival and on Amazon Prime. The event is a special show with a two-drink minimum and no discounts accepted.,N/A,2026-05-01,7:30 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/laura-bolivar-en-espanol/,"improv, stand-up, comedy, spanish-language, energetic, adults, latino-comedy, bilingual-performer"
Broadway Comedy Club,Stand Up Comedy In New York City.,An evening Main Room showcase featuring top NYC stand-up headliners and surprise drop-ins; performers often have TV and festival credits. The club enforces a two-drink minimum and arrival 20 minutes before showtime.,N/A,2026-05-01,9:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-01-stand-up-comedy-in-new-york-city-900-pm/,"comedy, stand-up, humor, comedian, energetic, adults, late-night, headliners, showcase"
Broadway Comedy Club,Charles Baquet & Friends Comedy Show,"Charles Baquet & Friends presents a Red Room lineup of top headliners and special guests from around the country, many with national TV credits. The show notes the venue’s age and beverage policies and no-refund policy.",N/A,2026-05-01,10:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-01-charles-baquet-friends-comedy-show-1000-pm/,"improv, comedy, stand-up, comedian, energetic, adults, headliners, special-guests"
Broadway Comedy Club,Stand Up Comedy In New York City.,Late-night Main Room stand-up featuring featured headliners and surprise comics; performers frequently have TV and festival appearances. The venue lists standard house rules including a two-drink minimum.,N/A,2026-05-01,11:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-01-stand-up-comedy-in-new-york-city-1100-pm/,"comedy, stand-up, humor, late-night, energetic, adults, headliners, surprise-comics"
Broadway Comedy Club,Stand Up Comedy In New York City.,"An overnight Red Room showcase of NYC stand-up talent and surprise guests; the listing includes the club’s policies on age limits, drink minimums, and refunds. Featuring a rotating lineup of comedians with national credits.",N/A,2026-05-01,11:55 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-01-stand-up-comedy-in-new-york-city-1155-pm/,"comedy, stand-up, humor, comedian, energetic, late-night, adults, showcase, red-room"
Broadway Comedy Club,The Industry Room Audition Show. America’s Best Comedy Open Mic.,"A special Main Room open-mic/audition where up-and-coming comics audition for the club’s booker and festival bookers, mixed with veteran headliners; no discounts or passes accepted. This is a Special Event with stated no-refund and arrival policies.",N/A,2026-05-02,4:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-the-industry-room-audition-show-americas-best-comedy-open-mic-400-pm/,"improv, comedy, open-mic, stand-up, energetic, groups, audition, comedian-spotlight"
Broadway Comedy Club,Stand Up Comedy In New York City.,"A Red Room early-evening showcase of NYC headliners and surprise performers, featuring comics with TV and festival credits. The listing reminds patrons of the two-drink minimum and house policies.",N/A,2026-05-02,5:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-500-pm/,"comedy, stand-up, headliners, unscripted, energetic, adults, casual, showcase, surprise-performers"
Broadway Comedy Club,Jeremy Scippio Live In New York City,Jeremy Scippio’s event page; the club lists him as performing live in the Main Room — expect a headline comedy set. The event page includes the venue’s policies and purchase options.,N/A,2026-05-02,7:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/jeremy-scippio-live-in-new-york-city/,"comedy, stand-up, comedian, energetic, rowdy, adults, headline-set, live-comedy"
Broadway Comedy Club,Stand Up Comedy In New York City.,"A Main Room evening lineup of NYC headliners and surprise drop-ins, with performers who have appeared on national platforms. Standard venue policies (two-drink minimum, arrival time) apply.",N/A,2026-05-02,7:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-700-pm/,"improv, stand-up, comedy, comedian, energetic, adults, groups, headliners, surprise-guests"
Broadway Comedy Club,Stand Up Comedy In New York City.,A Main Room late-evening stand-up show featuring featured headliners and surprise guests; performers often have TV and festival credits. The listing reiterates the club’s house rules and policies.,N/A,2026-05-02,9:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-900-pm/,"comedy, stand-up, humor, comedian, late-night, energetic, adults, headliners, surprise-guests"
Broadway Comedy Club,Stand Up Comedy In New York City.,A Red Room late-night showcase featuring NYC comics and national guests; the page lists featured performers and the club’s policies on age and drink minimums. Expect a rotating lineup of seasoned comics.,N/A,2026-05-02,9:30 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-930-pm/,"comedy, stand-up, improv, late-night, energetic, adults, groups, rotating-lineup, showcase"
Broadway Comedy Club,Stand Up Comedy In New York City.,A Main Room late-night stand-up showcase of headline and touring comedians with surprise drop-ins; the listing includes standard venue policies and arrival recommendations. Shows feature comics with TV/festival credits.,N/A,2026-05-02,11:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-1100-pm/,"improv, stand-up, comedy, late-night, energetic, adults, headline-comedians, surprise-drop-ins"
Broadway Comedy Club,Stand Up Comedy In New York City.,A Red Room late-night set featuring NYC comedians and surprise guests; the event page includes the club’s house rules and no-refund policy. Expect rotating headliners and guest performers.,N/A,2026-05-02,11:55 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-1155-pm/,"improv, comedy, stand-up, late-night, energetic, adults, surprise-guests, rotating-headliners"
